,carat,cut,color,clarity,depth,table,price,volume
38221,0.41,3,1,3,61.6,59.0,1017.0,66.38413100000001
38222,0.4,2,1,3,63.5,54.0,1017.0,66.32926300000003
38223,0.4,2,1,3,60.3,59.0,1017.0,65.02616400000001
38224,0.4,2,1,3,62.4,58.0,1017.0,65.9974
38225,0.4,3,0,3,61.8,58.0,1017.0,64.41808800000001
38226,0.4,4,0,3,61.4,57.0,1017.0,66.80224199999999
38227,0.4,4,0,3,62.0,54.0,1017.0,66.053568
38228,0.4,4,0,3,62.3,54.0,1017.0,66.925008
38229,0.4,4,0,3,62.2,55.0,1017.0,65.6355
38230,0.43,4,0,3,61.6,55.0,1017.0,71.14949999999999
38231,0.5,1,0,1,64.5,58.0,1017.0,79.608963
38232,0.4,4,0,2,62.7,59.0,1017.0,65.94288
38233,0.4,4,0,2,61.8,59.0,1017.0,65.328576
38234,0.35,4,0,4,60.8,56.0,1017.0,59.376799999999996
38235,0.35,4,0,4,60.7,56.0,1017.0,59.63496
38236,0.41,2,1,2,62.3,59.0,1018.0,66.92204799999999
38237,0.41,2,1,2,61.7,58.0,1018.0,67.4016
38238,0.35,2,1,2,60.8,56.0,1018.0,58.059743999999995
38239,0.32,2,1,4,61.4,55.0,1018.0,53.938794
38240,0.39,4,1,3,60.0,56.0,1018.0,65.574621
38241,0.41,4,1,2,61.2,57.0,1018.0,67.22504099999999
38242,0.41,4,1,2,62.3,56.0,1018.0,66.780264
38243,0.32,4,1,4,62.3,54.0,1018.0,52.925292000000006
38244,0.32,4,1,4,62.9,54.0,1018.0,53.189892
38245,0.32,4,1,4,61.1,56.0,1018.0,53.860352000000006
38246,0.32,4,1,4,61.1,58.0,1018.0,53.30299
38247,0.32,4,1,4,62.3,53.0,1018.0,53.046126
38248,0.32,4,1,4,61.9,55.0,1018.0,52.538976000000005
38249,0.36,4,1,2,62.8,55.0,1018.0,58.613099999999996
38250,0.31,4,0,1,62.4,53.0,379.0,52.80528000000001
38251,0.31,2,0,2,62.3,60.0,380.0,50.084034
38252,0.31,3,0,2,62.5,60.0,380.0,50.925236
38253,0.31,2,0,2,62.7,58.0,380.0,50.57402
38254,0.31,3,0,2,62.4,60.0,380.0,49.968633000000004
38255,0.26,2,1,2,62.5,55.0,381.0,41.970960000000005
38256,0.28,2,0,1,62.0,55.0,382.0,46.767
38257,0.3,2,0,1,62.5,57.0,382.0,49.20748
38258,0.3,4,0,1,61.7,57.0,382.0,48.359519999999996
38259,0.3,4,0,1,62.5,56.0,382.0,49.322720000000004
38260,0.3,4,0,1,61.8,57.0,382.0,49.82754
38261,0.26,3,0,2,62.3,59.0,382.0,42.28083999999999
38262,0.26,3,0,2,61.3,60.0,382.0,42.08868400000001
38263,0.31,2,0,1,60.6,61.0,383.0,52.47440000000001
38264,0.27,4,0,1,61.3,55.0,383.0,45.118148999999995
38266,0.29,2,0,2,62.4,55.0,384.0,48.272349999999996
38267,0.26,2,1,1,62.0,54.0,384.0,42.592752000000004
38268,0.3,4,0,2,62.1,56.0,384.0,49.897848
38269,0.3,4,0,2,61.6,56.0,384.0,49.641718
38270,0.23,4,0,2,61.6,55.0,384.0,38.710980000000006
38271,0.32,4,0,1,61.8,54.9,384.0,52.778335999999996
38272,0.26,4,0,2,62.0,56.0,385.0,43.073834999999995
38273,0.21,2,1,2,63.2,54.0,386.0,34.65503999999999
38274,0.21,3,1,2,60.5,59.0,386.0,34.535493
38275,0.21,3,1,2,59.6,56.0,386.0,35.620341
38276,0.21,3,1,2,61.6,59.0,386.0,33.788664
38277,0.21,3,1,2,60.6,60.0,386.0,34.030919999999995
38278,0.21,3,1,2,59.1,62.0,386.0,34.385266
38280,0.28,2,1,2,63.7,58.0,487.0,44.859384
38281,0.28,2,1,2,62.7,58.0,487.0,44.67060000000001
38282,0.28,2,1,2,61.7,58.0,487.0,45.078534000000005
38283,0.28,2,1,2,60.8,58.0,487.0,45.872958
38284,0.28,2,1,2,62.1,59.0,487.0,45.535360000000004
38285,0.28,2,1,2,60.8,58.0,487.0,47.001248000000004
38286,0.28,2,1,2,61.0,59.0,487.0,45.548624
38287,0.28,2,1,2,61.0,59.0,487.0,47.18142000000001
38288,0.28,2,1,2,60.9,59.0,487.0,45.265408
38289,0.28,2,1,2,60.2,58.0,487.0,46.238976
38290,0.28,2,1,2,59.5,59.0,487.0,47.960055
38291,0.28,2,1,2,58.9,58.0,487.0,46.669391999999995
38292,0.28,2,1,2,61.7,58.0,487.0,46.19056000000001
38293,0.28,4,1,2,61.2,57.0,487.0,45.83628000000001
38294,0.3,4,0,1,61.2,56.0,487.0,50.02882
38295,0.3,4,0,1,60.6,57.0,487.0,49.880054
38296,0.3,4,0,1,61.8,56.0,487.0,49.943417999999994
38298,0.28,4,1,2,61.4,56.0,487.0,46.12272000000001
38299,0.28,4,1,2,62.4,57.0,487.0,45.60192
38300,0.37,4,0,2,62.6,57.0,487.0,59.13123000000001
38301,0.35,2,1,1,62.4,57.0,487.0,56.32199999999999
38302,0.28,4,1,2,62.0,56.0,487.0,45.75428
38303,0.37,4,0,2,62.4,55.0,487.0,61.337087999999994
38304,0.37,2,1,1,60.7,57.0,487.0,60.842628000000005
38305,0.37,1,0,1,63.4,57.0,487.0,60.09321500000001
38306,0.37,2,1,1,60.2,60.0,487.0,60.53599999999999
38307,0.37,1,0,1,63.3,55.0,487.0,61.44115800000001
38308,0.31,1,0,1,64.3,55.0,488.0,50.37532499999999
38309,0.31,3,0,2,62.7,58.0,488.0,50.57402
38310,0.46,4,0,3,61.8,56.0,1018.0,74.976426
38311,0.46,4,0,3,62.5,56.0,1018.0,74.01063899999998
38312,0.46,4,1,1,62.5,56.0,1018.0,74.858784
38313,0.44,3,1,2,61.1,62.0,1018.0,74.23984800000001
38315,0.41,2,1,3,63.8,58.0,1019.0,65.62751000000002
38316,0.52,2,0,1,62.5,59.0,1019.0,85.40212799999999
38317,0.41,4,1,2,62.6,55.0,1019.0,67.51935
38318,0.52,4,0,1,62.0,54.0,1019.0,86.131683
38319,0.57,4,0,1,59.5,57.0,1019.0,95.881968
38320,0.5,2,1,1,63.1,60.0,1020.0,79.884
38321,0.5,2,1,1,62.9,57.0,1020.0,80.52180399999999
38322,0.5,2,1,1,62.5,56.0,1020.0,81.483265
38323,0.4,4,1,2,61.9,54.0,1020.0,65.69118600000002
38324,0.53,4,0,1,61.6,54.0,1020.0,88.68675599999999
38325,0.53,4,0,1,61.9,54.0,1020.0,88.012009
38326,0.5,4,1,1,61.3,58.0,1020.0,81.73056
38327,0.32,3,1,3,60.8,58.0,1020.0,51.573186
38328,0.32,3,1,3,60.5,58.0,1020.0,53.14740599999999
38329,0.32,4,1,3,61.7,55.0,1020.0,52.778335999999996
38330,0.32,4,1,3,60.9,57.0,1020.0,53.106300000000005
38331,0.32,4,1,3,61.6,56.0,1020.0,53.018784000000004
38332,0.32,4,1,3,61.3,57.0,1020.0,52.389179999999996
38333,0.32,4,1,3,61.7,56.0,1020.0,52.89856
38334,0.32,3,1,3,61.8,59.0,1020.0,51.56054999999999
38335,0.32,4,1,3,61.9,55.0,1020.0,52.538976000000005
38336,0.51,3,0,1,62.6,59.0,1020.0,82.06308
38337,0.32,4,0,4,60.5,57.0,1020.0,52.594464
38338,0.32,3,0,4,59.4,59.0,1020.0,53.946816000000005
38339,0.32,4,0,4,61.8,55.0,1020.0,53.334099
38340,0.32,3,0,4,59.9,58.0,1020.0,51.88858999999999
38341,0.32,3,0,4,62.0,60.0,1020.0,52.419024000000014
38342,0.32,4,0,4,62.9,55.0,1020.0,53.189892
38343,0.32,3,0,4,61.8,55.0,1020.0,53.331914999999995
38344,0.32,4,0,4,62.4,55.0,1020.0,53.482
38345,0.32,4,0,4,61.2,57.0,1020.0,52.628400000000006
38346,0.32,4,0,4,60.9,56.0,1020.0,52.552647
38347,0.48,3,1,1,59.6,59.0,1020.0,79.953615
38348,0.5,3,0,1,62.2,59.0,1020.0,80.07659400000001
38349,0.4,4,0,1,62.6,55.0,1020.0,64.72340700000001
38350,0.34,3,1,2,61.5,55.0,1020.0,57.374118
38351,0.51,3,0,2,61.5,58.0,1020.0,82.57409999999999
38352,0.47,2,1,1,61.1,61.0,1021.0,75.94408499999999
38353,0.36,4,1,3,61.5,54.0,1021.0,60.012414
38354,0.33,4,1,3,61.8,57.0,1021.0,54.455774999999996
38355,0.33,4,1,3,61.9,56.0,1021.0,54.33284999999999
38356,0.33,4,1,3,60.9,57.0,1021.0,54.34777600000001
38357,0.33,4,1,3,62.4,55.0,1021.0,53.482
38358,0.33,4,1,3,61.7,57.0,1021.0,54.578700000000005
38359,0.33,4,1,3,62.4,55.0,1021.0,55.174104
38360,0.33,4,1,3,61.9,55.0,1021.0,53.771952000000006
38361,0.33,4,1,3,61.8,57.0,1021.0,54.45660000000001
38362,0.33,4,1,3,61.1,56.0,1021.0,53.86252800000001
38363,0.4,3,0,2,61.3,59.0,1021.0,66.297432
38364,0.38,3,1,2,60.8,58.0,1021.0,63.310104
38365,0.6,2,0,1,62.9,60.0,1022.0,96.817404
38366,0.43,3,1,1,62.4,60.0,1022.0,69.2634
38367,0.51,4,0,1,62.5,57.0,1023.0,82.22526
38368,0.53,1,0,2,63.8,57.0,1023.0,85.12512
38369,0.53,2,0,2,60.9,59.0,1023.0,87.41875999999999
38370,0.53,1,0,2,63.3,56.0,1023.0,86.460416
38371,0.5,2,0,2,63.4,58.0,1023.0,81.44448
38372,0.42,4,0,3,60.9,55.0,1023.0,69.911352
38373,0.51,4,0,1,62.5,58.0,1023.0,83.88576
38374,0.44,3,1,1,60.9,58.0,1023.0,73.45363199999998
38375,0.5,3,0,1,62.6,61.0,1024.0,78.90058
38376,0.41,2,0,3,59.9,57.0,1024.0,70.06128100000001
38377,0.41,4,0,2,61.0,54.0,1024.0,68.30208
38378,0.39,4,1,2,62.3,57.0,1024.0,63.46273500000001
38379,0.39,4,1,2,62.2,56.0,1024.0,63.106899999999996
38380,0.42,3,1,2,61.0,59.0,1024.0,68.96215
38381,0.42,3,1,2,61.0,60.0,1024.0,68.96215
38382,0.42,4,1,2,61.3,56.0,1024.0,69.05235999999998
38383,0.42,4,1,2,61.7,56.0,1024.0,68.71392
38384,0.42,4,1,2,62.0,55.0,1024.0,68.94528
38385,0.42,3,1,2,60.9,59.0,1024.0,68.58578999999999
38386,0.42,4,1,2,62.3,55.0,1024.0,68.886909
38387,0.42,4,1,2,62.4,55.0,1024.0,68.74608
38388,0.42,4,1,2,62.2,55.0,1024.0,69.17574300000001
38389,0.42,4,1,2,62.4,55.0,1024.0,69.4071
38390,0.42,4,1,2,62.4,55.0,1024.0,69.4071
38391,0.42,3,1,2,61.9,59.0,1024.0,67.62859999999999
38392,0.42,3,1,2,62.8,59.0,1024.0,68.544
38393,0.42,4,1,2,62.1,56.0,1024.0,68.00112
38394,0.42,4,1,2,61.8,57.0,1024.0,67.91335199999999
38395,0.39,3,0,3,60.7,61.0,1024.0,63.58066
38396,0.39,3,0,2,62.7,58.0,1024.0,63.406924000000004
38397,0.39,3,1,2,61.3,58.0,1024.0,64.24759
38398,0.39,3,1,2,60.2,59.0,1024.0,64.528464
38399,0.35,3,0,3,59.9,59.0,1024.0,57.936175000000006
38400,0.35,3,0,3,61.2,60.0,1024.0,56.716858
38401,0.35,4,0,3,62.3,55.0,1024.0,57.86780999999999
38402,0.35,3,0,3,60.6,60.0,1024.0,56.679425
38403,0.35,4,0,3,61.5,57.0,1024.0,57.379698000000005
38404,0.35,4,0,3,61.7,56.0,1024.0,57.712199999999996
38405,0.35,3,0,3,61.2,60.0,1024.0,56.71574999999999
38406,0.35,4,0,3,62.6,57.0,1024.0,55.497285000000005
38407,0.35,3,0,3,62.1,58.0,1024.0,56.244167999999995
38408,0.35,4,0,3,62.1,56.0,1024.0,56.24556299999999
38409,0.35,3,0,3,62.4,56.0,1024.0,56.899970999999994
38410,0.35,3,0,3,62.2,58.0,1024.0,57.28072600000001
38411,0.35,4,0,3,61.0,57.0,1024.0,57.80509599999999
38412,0.35,3,0,3,62.8,58.0,1024.0,55.69536000000001
38413,0.35,3,1,3,60.2,58.0,1024.0,59.936454000000005
38414,0.39,3,1,2,61.4,60.0,1024.0,64.11176
38416,0.3,4,0,4,62.4,55.0,1025.0,49.96944
38417,0.4,4,1,2,62.3,56.0,1025.0,66.782336
38418,0.39,4,1,2,62.3,57.0,1026.0,62.83951999999999
38419,0.3,3,1,4,61.9,58.0,1026.0,48.54269999999999
38420,0.3,2,1,4,60.1,60.0,1026.0,48.11184
38421,0.3,3,1,4,61.0,59.0,1026.0,48.854091000000004
38422,0.39,3,1,2,59.6,60.0,1026.0,63.22439999999999
38423,0.42,2,0,3,60.9,62.0,1026.0,68.58431999999999
38424,0.51,3,0,1,62.5,56.0,1026.0,83.133952
38426,0.41,4,1,3,61.4,55.7,1026.0,67.033176
38427,0.48,4,0,2,62.2,54.0,1026.0,79.91928
38428,0.35,4,1,2,61.4,56.0,1026.0,58.34919999999999
38429,0.38,4,1,2,62.2,57.0,1026.0,61.12526
38430,0.38,3,1,2,60.5,59.0,1026.0,62.60041599999999
38431,0.38,4,1,2,62.8,57.0,1026.0,61.151244000000005
38432,0.38,3,1,2,61.9,59.0,1026.0,61.65506200000001
38433,0.38,4,1,2,62.1,57.0,1026.0,62.002656
38434,0.38,4,1,2,62.0,56.0,1026.0,62.138304
38435,0.38,3,1,2,60.9,56.0,1026.0,63.04126399999999
38436,0.49,3,0,1,60.6,60.0,1026.0,79.48248
38437,0.49,3,0,1,62.5,58.0,1026.0,78.404622
38439,0.35,2,1,4,62.0,54.0,1027.0,58.97437
38440,0.38,4,1,3,62.4,56.0,1027.0,63.18977700000001
38441,0.38,4,1,2,62.1,57.0,1027.0,61.87104
38443,0.45,4,1,1,60.6,55.0,1027.0,74.896906
38444,0.4,2,1,3,63.6,55.0,1028.0,65.40802000000001
38445,0.35,4,0,3,61.0,56.0,1028.0,58.395815999999996
38446,0.36,4,1,3,61.0,55.0,1028.0,59.71812
38447,0.54,4,0,1,61.8,55.0,1028.0,89.131752
38448,0.35,4,0,4,60.9,57.0,1028.0,58.99039999999999
38449,0.33,4,1,4,61.8,55.0,1028.0,55.594730999999996
38450,0.31,4,1,3,62.4,56.0,1028.0,51.70584
38451,0.31,4,0,4,62.0,54.0,1028.0,51.75151499999998
38452,0.31,4,1,3,61.9,55.0,1028.0,52.537888
38453,0.31,3,1,3,59.7,59.0,1028.0,53.34793500000001
38454,0.44,3,1,1,59.7,61.0,1028.0,71.987965
38455,0.51,1,0,1,63.6,54.0,1029.0,82.60588
38456,0.36,4,0,4,62.2,53.0,1029.0,60.517314
38457,0.36,4,0,4,61.9,55.0,1029.0,59.233032
38458,0.42,3,0,3,61.6,60.0,1029.0,69.1416
38459,0.37,3,1,2,60.2,60.0,1030.0,60.671519999999994
38460,0.38,2,1,3,63.8,57.0,1030.0,61.72836100000001
38461,0.38,2,1,3,63.8,58.0,1030.0,61.863434000000005
38462,0.46,2,1,2,63.4,59.0,1030.0,72.596832
38463,0.38,4,1,3,62.0,57.0,1030.0,62.89102400000001
38464,0.34,4,1,3,61.6,55.0,1030.0,56.54519999999999
38465,0.35,4,1,3,60.7,55.0,1030.0,58.313279999999985
38466,0.32,4,1,3,61.2,56.0,1030.0,52.50879
38467,0.41,3,1,2,60.7,59.0,1030.0,66.26007
38468,0.41,4,1,2,62.2,55.0,1030.0,67.71718800000001
38470,0.32,3,1,2,60.5,59.0,1030.0,53.947350000000014
38471,0.4,2,0,2,61.9,55.0,1031.0,66.33257400000001
38472,0.38,2,0,2,60.7,55.0,1031.0,64.07389800000001
38473,0.38,4,0,3,62.1,56.0,1031.0,62.622831999999995
38474,0.42,4,1,2,61.0,57.0,1031.0,69.76956799999999
38475,0.42,4,1,2,61.9,57.0,1031.0,68.428503
38476,0.42,4,1,2,62.2,55.0,1031.0,67.71600000000001
38477,0.42,4,0,3,62.1,57.0,1031.0,68.00112
38478,0.42,4,0,3,61.3,56.0,1031.0,68.39339000000001
38479,0.42,2,0,3,60.4,59.0,1031.0,66.81484
38480,0.42,3,1,2,61.8,59.0,1031.0,69.232254
38481,0.42,4,1,2,61.4,56.0,1031.0,68.76671999999999
38482,0.42,4,1,2,61.3,57.0,1031.0,68.90879999999999
38483,0.42,3,1,2,60.9,59.0,1031.0,68.44319999999999
38484,0.42,4,0,3,60.7,55.0,1031.0,70.345584
38485,0.42,4,1,2,61.8,56.0,1031.0,69.23136
38486,0.42,4,1,2,61.4,57.0,1031.0,68.10783
38487,0.42,2,1,2,59.9,61.0,1031.0,68.731872
38488,0.42,4,0,3,62.6,55.0,1031.0,68.173794
38489,0.42,4,1,2,62.3,55.0,1031.0,68.08793399999999
38490,0.42,4,1,2,60.9,57.0,1031.0,69.912832
38491,0.42,4,1,2,61.2,56.0,1031.0,68.5344
38492,0.42,3,1,2,61.2,58.0,1031.0,69.338592
38493,0.42,2,1,2,61.9,55.0,1031.0,68.42761200000001
38494,0.42,4,0,3,62.4,55.0,1031.0,69.2634
38495,0.42,4,1,2,62.1,54.0,1031.0,69.32016
38496,0.42,4,1,2,62.4,55.0,1031.0,69.408
38497,0.42,4,0,3,62.7,56.0,1031.0,67.377204
38498,0.42,4,0,3,62.2,56.0,1031.0,68.37222599999998
38499,0.4,4,1,3,60.6,56.0,1031.0,66.3984
38500,0.5,2,0,1,61.9,63.0,1031.0,80.13801600000001
38501,0.39,4,1,3,60.4,60.0,1031.0,64.88897800000001
38502,0.4,4,0,1,62.2,55.0,1031.0,66.27824
38504,0.44,3,0,2,62.3,59.0,1031.0,70.889668
38508,0.5,4,0,1,59.8,59.0,1031.0,82.43193
38509,0.5,3,0,1,62.0,59.0,1031.0,80.55042
38511,0.44,4,0,1,61.7,55.0,1032.0,72.361616
38512,0.46,2,1,1,59.3,63.0,1032.0,76.65539999999999
38513,0.4,2,0,3,61.1,58.0,1033.0,65.29292
38514,0.38,4,1,3,62.7,56.0,1033.0,62.03216
38515,0.36,4,1,3,62.0,54.0,1033.0,60.30343500000001
38516,0.37,4,0,4,62.4,56.0,1033.0,61.47071999999999
38517,0.53,1,0,1,61.3,62.0,1033.0,83.973208
38518,0.34,4,1,2,62.1,55.0,1033.0,55.670612
38519,0.34,4,1,2,62.1,56.0,1033.0,56.24640000000001
38520,0.34,4,1,2,62.2,55.0,1033.0,56.82543999999999
38521,0.34,3,1,2,59.9,58.0,1033.0,56.765435999999994
38522,0.34,4,1,2,60.8,57.0,1033.0,55.73077800000001
38523,0.34,4,1,2,61.8,57.0,1033.0,55.71854999999999
38524,0.34,4,1,2,61.8,56.0,1033.0,56.04396599999999
38525,0.34,4,1,2,62.0,56.0,1033.0,56.496384000000006
38526,0.34,4,1,2,62.4,55.0,1033.0,55.174104
38527,0.34,4,1,2,62.4,53.0,1033.0,57.028388
38528,0.34,4,1,2,61.2,57.0,1033.0,54.86850000000001
38529,0.34,4,1,2,61.2,57.0,1033.0,54.99043000000001
38530,0.34,4,1,2,61.0,57.0,1033.0,55.8107
38531,0.38,3,0,3,59.1,58.0,1033.0,62.774879999999996
38532,0.38,3,0,3,61.2,60.0,1033.0,63.12852
38533,0.38,2,0,3,63.3,58.0,1033.0,61.439994000000006
38534,0.34,4,1,2,60.8,57.0,1033.0,55.73159999999999
38535,0.34,4,1,2,61.4,56.0,1033.0,56.46645
38536,0.34,4,1,2,60.6,57.0,1033.0,55.979022
38537,0.34,3,1,2,60.4,60.0,1033.0,56.349743999999994
38538,0.34,3,1,2,59.3,58.0,1033.0,55.32254
38539,0.34,4,1,2,62.3,55.0,1033.0,55.42208000000001
38540,0.34,4,1,2,62.0,55.0,1033.0,55.345985000000006
38541,0.34,3,1,2,62.1,58.0,1033.0,55.6695
38542,0.34,4,1,2,61.3,57.0,1033.0,55.31625
38543,0.34,4,1,2,62.0,54.0,1033.0,56.496384000000006
38544,0.34,4,1,2,62.5,57.0,1033.0,54.48036
38545,0.34,4,1,2,62.9,55.0,1033.0,55.445879999999995
38546,0.34,4,1,2,62.9,56.0,1033.0,56.1438
38547,0.34,4,1,2,62.0,55.0,1033.0,55.22272000000001
38548,0.34,4,1,2,61.4,57.0,1033.0,55.1925
38550,0.41,3,0,2,62.8,59.0,1033.0,64.524768
38551,0.5,2,0,2,61.4,57.8,1034.0,82.41219
38552,0.55,1,0,2,64.1,54.0,1034.0,89.86937400000001
38553,0.39,4,1,3,61.9,55.0,1034.0,65.05176
38554,0.39,4,1,3,61.9,55.0,1034.0,64.91452000000001
38555,0.31,4,1,3,61.2,55.0,1034.0,51.958426
38556,0.31,4,1,3,62.0,56.0,1034.0,51.32565
38557,0.31,4,1,3,61.1,56.0,1034.0,51.531575999999994
38558,0.5,2,0,1,62.5,57.0,1035.0,81.644618
38559,0.45,3,0,2,62.3,58.0,1035.0,71.037648
38561,0.35,4,1,2,61.2,56.0,1035.0,58.013028
38562,0.52,4,0,1,61.5,56.0,1035.0,85.924883
38563,0.5,4,0,1,61.7,58.0,1035.0,81.35017800000001
38564,0.5,4,0,1,61.8,56.0,1035.0,82.51392
38565,0.35,4,1,4,60.9,56.0,1035.0,57.34564799999999
38566,0.4,4,0,2,61.8,56.0,1035.0,66.61216800000001
38567,0.46,3,1,1,61.8,57.0,1035.0,75.127284
38568,0.42,4,0,3,61.8,55.0,1035.0,69.3744
38569,0.4,4,0,3,62.4,55.0,1035.0,65.35914000000001
38570,0.4,4,0,3,62.0,56.0,1035.0,66.69891
38571,0.4,3,0,2,62.6,58.0,1035.0,64.802892
38572,0.4,3,0,2,62.6,58.0,1035.0,64.805832
38573,0.4,3,0,2,62.6,58.0,1035.0,64.805832
38574,0.4,3,0,2,62.4,60.0,1035.0,65.35796400000001
38575,0.4,3,0,2,62.7,56.0,1035.0,65.943768
38576,0.4,3,0,2,62.8,61.0,1035.0,63.136531999999995
38577,0.4,2,0,2,63.5,56.0,1035.0,65.54808
38578,0.4,4,0,2,62.9,56.0,1035.0,65.524928
38579,0.4,4,0,2,62.3,57.0,1035.0,64.86141
38580,0.4,4,0,2,61.2,57.0,1035.0,65.79335400000002
38581,0.36,3,1,3,62.4,56.0,1035.0,58.793964
38582,0.4,3,0,2,60.0,57.0,1035.0,65.706354
38584,0.5,3,0,2,62.4,61.0,1035.0,76.57248
38585,0.41,4,1,3,62.1,55.0,1036.0,67.85945099999999
38586,0.39,4,1,3,61.9,54.8,1036.0,63.652680000000004
38587,0.43,4,1,1,61.6,56.0,1036.0,69.80709600000002
38588,0.51,3,1,1,62.8,60.0,1036.0,81.57654
38590,0.57,2,0,1,60.6,61.0,1037.0,94.35744
38591,0.43,4,0,3,61.4,57.0,1037.0,70.912335
38592,0.55,4,0,1,62.6,56.0,1037.0,90.85269199999999
38593,0.43,1,0,3,61.2,61.0,1037.0,70.67368
38594,0.45,0,1,2,64.2,58.0,1037.0,72.1525
38595,0.52,3,1,1,60.8,60.0,1037.0,84.6846
38596,0.53,4,0,2,62.6,53.0,1038.0,89.272308
38597,0.38,4,1,2,61.7,54.0,1038.0,62.80934399999999
38598,0.5,4,0,1,60.0,57.0,1038.0,83.60924
38599,0.53,4,0,1,61.5,54.0,1038.0,88.412184
38600,0.37,3,1,3,60.7,59.0,1038.0,60.843756
38601,0.4,4,1,2,62.6,57.0,1038.0,64.44828
38602,0.4,3,1,2,62.0,58.0,1038.0,64.77640400000001
38603,0.31,2,1,3,60.0,56.0,1039.0,53.54774000000001
38604,0.46,4,0,1,61.2,56.0,1039.0,77.209272
38605,0.39,4,0,4,61.9,55.6,1039.0,64.00836
38606,0.4,4,1,3,62.9,55.0,1039.0,66.8116
38607,0.4,4,1,3,61.1,57.0,1039.0,66.06864
38608,0.39,2,1,2,59.5,57.0,1040.0,66.031108
38609,0.46,4,0,3,62.7,56.0,1040.0,74.40356
38610,0.31,3,0,2,62.5,60.0,488.0,50.925236
38611,0.31,3,0,2,62.3,60.0,488.0,50.084034
38612,0.31,3,0,2,62.4,60.0,488.0,49.968633000000004
38613,0.28,2,1,2,61.8,55.0,489.0,46.589544
38616,0.3,4,0,4,61.5,56.0,489.0,49.756896000000005
38617,0.3,4,0,4,61.5,57.0,489.0,49.75370400000001
38618,0.31,4,0,2,62.2,55.0,489.0,51.94247999999999
38619,0.31,2,0,2,63.0,58.0,489.0,50.223888
38620,0.31,1,0,2,63.1,57.0,489.0,49.989744
38621,0.31,4,0,2,62.2,55.0,489.0,52.061888
38622,0.31,1,0,2,63.5,57.0,489.0,49.410888
38623,0.31,3,0,2,62.6,59.0,489.0,50.15439000000001
38624,0.31,4,0,2,62.6,57.0,489.0,51.895116
38625,0.31,4,0,2,62.2,53.0,489.0,53.165316
38626,0.31,1,0,2,63.1,57.0,489.0,49.990828
38627,0.31,1,0,2,63.2,57.0,489.0,51.49008
38628,0.31,4,0,2,61.5,57.0,489.0,50.827272
38629,0.31,2,0,2,62.5,54.0,489.0,52.13344499999999
38630,0.31,3,0,2,62.3,59.0,489.0,50.199435
38631,0.31,4,0,2,62.1,55.0,489.0,50.55047999999999
38632,0.31,2,0,2,60.0,60.0,489.0,51.653800000000004
38633,0.31,2,0,2,63.0,57.0,489.0,51.184224
38634,0.31,2,0,2,59.7,61.0,489.0,51.03199399999999
38635,0.31,3,0,2,60.8,59.0,489.0,51.455439000000005
38636,0.31,2,0,2,63.0,57.0,489.0,51.184224
38637,0.31,2,0,2,60.5,63.0,489.0,49.765122999999996
38638,0.31,4,0,2,61.9,55.0,489.0,51.443099999999994
38639,0.31,2,0,2,62.5,60.0,489.0,50.925236
38640,0.42,3,1,2,62.3,57.0,1040.0,69.552
38642,0.33,4,1,3,62.2,56.0,1040.0,54.409259999999996
38643,0.33,4,1,3,61.9,56.0,1040.0,54.2113
38644,0.33,4,1,3,61.3,56.0,1040.0,54.06055200000001
38645,0.33,4,1,3,61.4,56.0,1040.0,54.62354400000002
38646,0.44,3,0,2,61.3,58.0,1040.0,71.88239999999999
38647,0.44,3,0,2,62.8,56.0,1040.0,71.88972
38648,0.44,4,1,1,61.0,57.0,1040.0,71.789601
38649,0.44,4,1,1,61.1,56.0,1040.0,72.324
38650,0.44,3,1,1,62.9,58.0,1040.0,72.42408
38651,0.42,3,1,1,59.8,59.0,1040.0,69.67879200000002
38652,0.42,4,1,1,61.5,56.0,1040.0,69.28564499999999
38653,0.42,4,1,1,61.9,56.0,1040.0,69.753112
38654,0.42,3,1,1,60.8,59.0,1040.0,68.72838
38655,0.42,4,1,1,62.0,55.0,1040.0,70.13159999999999
38656,0.42,4,1,1,61.9,57.0,1040.0,68.284458
38657,0.42,4,1,1,62.4,57.0,1040.0,69.26039999999999
38658,0.42,3,1,1,61.1,60.0,1040.0,68.018958
38659,0.42,4,1,1,61.7,56.0,1040.0,68.713029
38660,0.42,3,1,1,61.9,59.0,1040.0,67.77097599999999
38661,0.42,3,1,1,62.1,59.0,1040.0,67.85945099999999
38662,0.42,4,1,1,62.3,57.0,1040.0,68.23007999999999
38663,0.42,4,1,1,61.8,57.0,1040.0,67.91335199999999
38664,0.42,3,1,1,62.8,58.0,1040.0,68.4012
38665,0.33,4,0,3,62.3,55.0,1040.0,54.164448
38666,0.38,4,0,2,62.1,56.0,1040.0,62.621676
38667,0.33,3,0,3,61.5,59.0,1040.0,53.817036
38668,0.33,3,1,3,62.5,59.0,1040.0,54.48036
38669,0.7,3,1,1,63.0,61.0,1040.0,111.79143
38670,0.7,1,1,1,63.9,60.0,1040.0,111.65304
38671,0.44,3,1,1,62.3,59.0,1040.0,71.566176
38672,0.44,4,1,1,62.6,56.0,1040.0,72.3338
38673,0.44,3,1,1,62.2,60.0,1040.0,69.8382
38674,0.55,2,0,1,63.1,58.0,1041.0,87.13491
38675,0.52,2,0,1,60.3,61.0,1041.0,83.39135999999999
